"","item","rating","literality","addressee","role","Subject","response"
"9451",76,"Valence","literal","other","Speaker","S17_2",6
"9452",76,"Valence","literal","other","Speaker","S18_2",4
"9453",76,"Valence","literal","other","Speaker","S19_2",2
"9454",76,"Valence","literal","other","Speaker","S20_2",5
"9455",76,"Valence","literal","other","Speaker","S21_2",3
"9456",76,"Valence","literal","other","Speaker","S22_2",2
"9457",76,"Valence","literal","other","Speaker","S23_2",1
"9458",76,"Valence","literal","other","Speaker","S24_2",4
"9459",80,"Valence","literal","other","Speaker","S01_2",3
"9460",80,"Valence","literal","other","Speaker","S02_2",4
"9461",80,"Valence","literal","other","Speaker","S03_2",3
"9462",80,"Valence","literal","other","Speaker","S04_2",3
"9463",80,"Valence","literal","other","Speaker","S05_2",4
"9464",80,"Valence","literal","other","Speaker","S06_2",3
"9465",80,"Valence","literal","other","Speaker","S08_2",3
"9466",80,"Valence","literal","other","Speaker","S09_2",3
"9467",80,"Valence","literal","other","Speaker","S10_2",2
"9468",80,"Valence","literal","other","Speaker","S11_2",4
"9469",80,"Valence","literal","other","Speaker","S12_2",2
"9470",80,"Valence","literal","other","Speaker","S14_2",2
"9471",80,"Valence","literal","other","Speaker","S15_2",2
"9472",80,"Valence","literal","other","Speaker","S16_2",4
"9473",80,"Valence","literal","other","Speaker","S17_2",3
"9474",80,"Valence","literal","other","Speaker","S18_2",5
"9475",80,"Valence","literal","other","Speaker","S19_2",2
"9476",80,"Valence","literal","other","Speaker","S20_2",4
"9477",80,"Valence","literal","other","Speaker","S21_2",4
"9478",80,"Valence","literal","other","Speaker","S22_2",3
"9479",80,"Valence","literal","other","Speaker","S23_2",2
"9480",80,"Valence","literal","other","Speaker","S24_2",3
"9481",84,"Valence","literal","other","Listener","S01_2",1
"9482",84,"Valence","literal","other","Listener","S02_2",3
"9483",84,"Valence","literal","other","Listener","S03_2",1
"9484",84,"Valence","literal","other","Listener","S04_2",2
"9485",84,"Valence","literal","other","Listener","S05_2",2
"9486",84,"Valence","literal","other","Listener","S06_2",1
"9487",84,"Valence","literal","other","Listener","S08_2",1
"9488",84,"Valence","literal","other","Listener","S09_2",2
"9489",84,"Valence","literal","other","Listener","S10_2",1
"9490",84,"Valence","literal","other","Listener","S11_2",4
"9491",84,"Valence","literal","other","Listener","S12_2",3
"9492",84,"Valence","literal","other","Listener","S14_2",1
"9493",84,"Valence","literal","other","Listener","S15_2",1
"9494",84,"Valence","literal","other","Listener","S16_2",1
"9495",84,"Valence","literal","other","Listener","S17_2",1
"9496",84,"Valence","literal","other","Listener","S18_2",3
"9497",84,"Valence","literal","other","Listener","S19_2",4
"9498",84,"Valence","literal","other","Listener","S20_2",3
"9499",84,"Valence","literal","other","Listener","S21_2",3
"9500",84,"Valence","literal","other","Listener","S22_2",4
"9501",84,"Valence","literal","other","Listener","S23_2",2
"9502",84,"Valence","literal","other","Listener","S24_2",2
"9503",88,"Valence","literal","other","Listener","S01_2",2
"9504",88,"Valence","literal","other","Listener","S02_2",3
"9505",88,"Valence","literal","other","Listener","S03_2",3
"9506",88,"Valence","literal","other","Listener","S04_2",3
"9507",88,"Valence","literal","other","Listener","S05_2",4
"9508",88,"Valence","literal","other","Listener","S06_2",1
"9509",88,"Valence","literal","other","Listener","S08_2",1
"9510",88,"Valence","literal","other","Listener","S09_2",4
"9511",88,"Valence","literal","other","Listener","S10_2",2
"9512",88,"Valence","literal","other","Listener","S11_2",4
"9513",88,"Valence","literal","other","Listener","S12_2",5
"9514",88,"Valence","literal","other","Listener","S14_2",3
"9515",88,"Valence","literal","other","Listener","S15_2",1
"9516",88,"Valence","literal","other","Listener","S16_2",1
"9517",88,"Valence","literal","other","Listener","S17_2",3
"9518",88,"Valence","literal","other","Listener","S18_2",3
"9519",88,"Valence","literal","other","Listener","S19_2",3
"9520",88,"Valence","literal","other","Listener","S20_2",4
"9521",88,"Valence","literal","other","Listener","S21_2",3
"9522",88,"Valence","literal","other","Listener","S22_2",3
"9523",88,"Valence","literal","other","Listener","S23_2",3
"9524",88,"Valence","literal","other","Listener","S24_2",3
"9525",92,"Valence","literal","other","Listener","S01_2",4
"9526",92,"Valence","literal","other","Listener","S02_2",2
"9527",92,"Valence","literal","other","Listener","S03_2",2
"9528",92,"Valence","literal","other","Listener","S04_2",4
"9529",92,"Valence","literal","other","Listener","S05_2",3
"9530",92,"Valence","literal","other","Listener","S06_2",1
"9531",92,"Valence","literal","other","Listener","S08_2",6
"9532",92,"Valence","literal","other","Listener","S09_2",2
"9533",92,"Valence","literal","other","Listener","S10_2",2
"9534",92,"Valence","literal","other","Listener","S11_2",4
"9535",92,"Valence","literal","other","Listener","S12_2",2
"9536",92,"Valence","literal","other","Listener","S14_2",2
"9537",92,"Valence","literal","other","Listener","S15_2",1
"9538",92,"Valence","literal","other","Listener","S16_2",1
"9539",92,"Valence","literal","other","Listener","S17_2",1
"9540",92,"Valence","literal","other","Listener","S18_2",3
"9541",92,"Valence","literal","other","Listener","S19_2",4
"9542",92,"Valence","literal","other","Listener","S20_2",3
"9543",92,"Valence","literal","other","Listener","S21_2",3
"9544",92,"Valence","literal","other","Listener","S22_2",4
"9545",92,"Valence","literal","other","Listener","S23_2",1
"9546",92,"Valence","literal","other","Listener","S24_2",3
"9547",96,"Valence","literal","other","Listener","S01_2",3
"9548",96,"Valence","literal","other","Listener","S02_2",3
"9549",96,"Valence","literal","other","Listener","S03_2",2
"9550",96,"Valence","literal","other","Listener","S04_2",3
"9551",96,"Valence","literal","other","Listener","S05_2",3
"9552",96,"Valence","literal","other","Listener","S06_2",1
"9553",96,"Valence","literal","other","Listener","S08_2",2
"9554",96,"Valence","literal","other","Listener","S09_2",3
"9555",96,"Valence","literal","other","Listener","S10_2",2
"9556",96,"Valence","literal","other","Listener","S11_2",5
"9557",96,"Valence","literal","other","Listener","S12_2",5
"9558",96,"Valence","literal","other","Listener","S14_2",1
"9559",96,"Valence","literal","other","Listener","S15_2",1
"9560",96,"Valence","literal","other","Listener","S16_2",1
"9561",96,"Valence","literal","other","Listener","S17_2",2
"9562",96,"Valence","literal","other","Listener","S18_2",3
"9563",96,"Valence","literal","other","Listener","S19_2",4
"9564",96,"Valence","literal","other","Listener","S20_2",3
"9565",96,"Valence","literal","other","Listener","S21_2",3
"9566",96,"Valence","literal","other","Listener","S22_2",5
"9567",96,"Valence","literal","other","Listener","S23_2",1
"9568",96,"Valence","literal","other","Listener","S24_2",2
"9569",100,"Valence","literal","other","Listener","S01_2",3
"9570",100,"Valence","literal","other","Listener","S02_2",4
"9571",100,"Valence","literal","other","Listener","S03_2",3
"9572",100,"Valence","literal","other","Listener","S04_2",6
"9573",100,"Valence","literal","other","Listener","S05_2",4
"9574",100,"Valence","literal","other","Listener","S06_2",1
"9575",100,"Valence","literal","other","Listener","S08_2",1
"9576",100,"Valence","literal","other","Listener","S09_2",3
"9577",100,"Valence","literal","other","Listener","S10_2",2
"9578",100,"Valence","literal","other","Listener","S11_2",5
"9579",100,"Valence","literal","other","Listener","S12_2",4
"9580",100,"Valence","literal","other","Listener","S14_2",1
"9581",100,"Valence","literal","other","Listener","S15_2",2
"9582",100,"Valence","literal","other","Listener","S16_2",1
"9583",100,"Valence","literal","other","Listener","S17_2",1
"9584",100,"Valence","literal","other","Listener","S18_2",6
"9585",100,"Valence","literal","other","Listener","S19_2",4
"9586",100,"Valence","literal","other","Listener","S20_2",3
"9587",100,"Valence","literal","other","Listener","S21_2",6
"9588",100,"Valence","literal","other","Listener","S22_2",5
"9589",100,"Valence","literal","other","Listener","S23_2",7
"9590",100,"Valence","literal","other","Listener","S24_2",2
"9591",104,"Valence","literal","other","Listener","S01_2",4
"9592",104,"Valence","literal","other","Listener","S02_2",2
"9593",104,"Valence","literal","other","Listener","S03_2",2
"9594",104,"Valence","literal","other","Listener","S04_2",2
"9595",104,"Valence","literal","other","Listener","S05_2",4
"9596",104,"Valence","literal","other","Listener","S06_2",1
"9597",104,"Valence","literal","other","Listener","S08_2",1
"9598",104,"Valence","literal","other","Listener","S09_2",2
"9599",104,"Valence","literal","other","Listener","S10_2",1
"9600",104,"Valence","literal","other","Listener","S11_2",5
"9601",104,"Valence","literal","other","Listener","S12_2",7
"9602",104,"Valence","literal","other","Listener","S14_2",2
"9603",104,"Valence","literal","other","Listener","S15_2",1
"9604",104,"Valence","literal","other","Listener","S16_2",1
"9605",104,"Valence","literal","other","Listener","S17_2",1
"9606",104,"Valence","literal","other","Listener","S18_2",1
"9607",104,"Valence","literal","other","Listener","S19_2",3
"9608",104,"Valence","literal","other","Listener","S20_2",2
"9609",104,"Valence","literal","other","Listener","S21_2",1
"9610",104,"Valence","literal","other","Listener","S22_2",1
"9611",104,"Valence","literal","other","Listener","S23_2",1
"9612",104,"Valence","literal","other","Listener","S24_2",1
"9613",108,"Valence","literal","other","Listener","S01_2",3
"9614",108,"Valence","literal","other","Listener","S02_2",2
"9615",108,"Valence","literal","other","Listener","S03_2",1
"9616",108,"Valence","literal","other","Listener","S04_2",3
"9617",108,"Valence","literal","other","Listener","S05_2",4
"9618",108,"Valence","literal","other","Listener","S06_2",1
"9619",108,"Valence","literal","other","Listener","S08_2",1
"9620",108,"Valence","literal","other","Listener","S09_2",3
"9621",108,"Valence","literal","other","Listener","S10_2",2
"9622",108,"Valence","literal","other","Listener","S11_2",5
"9623",108,"Valence","literal","other","Listener","S12_2",2
"9624",108,"Valence","literal","other","Listener","S14_2",2
"9625",108,"Valence","literal","other","Listener","S15_2",1
"9626",108,"Valence","literal","other","Listener","S16_2",1
"9627",108,"Valence","literal","other","Listener","S17_2",2
"9628",108,"Valence","literal","other","Listener","S18_2",2
"9629",108,"Valence","literal","other","Listener","S19_2",1
"9630",108,"Valence","literal","other","Listener","S20_2",3
"9631",108,"Valence","literal","other","Listener","S21_2",2
"9632",108,"Valence","literal","other","Listener","S22_2",3
"9633",108,"Valence","literal","other","Listener","S23_2",1
"9634",108,"Valence","literal","other","Listener","S24_2",2
"9635",112,"Valence","literal","other","Listener","S01_2",3
"9636",112,"Valence","literal","other","Listener","S02_2",3
"9637",112,"Valence","literal","other","Listener","S03_2",4
"9638",112,"Valence","literal","other","Listener","S04_2",3
"9639",112,"Valence","literal","other","Listener","S05_2",4
"9640",112,"Valence","literal","other","Listener","S06_2",3
"9641",112,"Valence","literal","other","Listener","S08_2",6
"9642",112,"Valence","literal","other","Listener","S09_2",3
"9643",112,"Valence","literal","other","Listener","S10_2",3
"9644",112,"Valence","literal","other","Listener","S11_2",3
"9645",112,"Valence","literal","other","Listener","S12_2",2
"9646",112,"Valence","literal","other","Listener","S14_2",1
"9647",112,"Valence","literal","other","Listener","S15_2",2
"9648",112,"Valence","literal","other","Listener","S16_2",1
"9649",112,"Valence","literal","other","Listener","S17_2",2
"9650",112,"Valence","literal","other","Listener","S18_2",3
"9651",112,"Valence","literal","other","Listener","S19_2",2
"9652",112,"Valence","literal","other","Listener","S20_2",3
"9653",112,"Valence","literal","other","Listener","S21_2",4
"9654",112,"Valence","literal","other","Listener","S22_2",5
"9655",112,"Valence","literal","other","Listener","S23_2",1
"9656",112,"Valence","literal","other","Listener","S24_2",3
"9657",116,"Valence","literal","other","Listener","S01_2",3
"9658",116,"Valence","literal","other","Listener","S02_2",4
"9659",116,"Valence","literal","other","Listener","S03_2",3
"9660",116,"Valence","literal","other","Listener","S04_2",4
"9661",116,"Valence","literal","other","Listener","S05_2",3
"9662",116,"Valence","literal","other","Listener","S06_2",3
"9663",116,"Valence","literal","other","Listener","S08_2",3
"9664",116,"Valence","literal","other","Listener","S09_2",4
"9665",116,"Valence","literal","other","Listener","S10_2",2
"9666",116,"Valence","literal","other","Listener","S11_2",5
"9667",116,"Valence","literal","other","Listener","S12_2",2
"9668",116,"Valence","literal","other","Listener","S14_2",3
"9669",116,"Valence","literal","other","Listener","S15_2",3
"9670",116,"Valence","literal","other","Listener","S16_2",2
"9671",116,"Valence","literal","other","Listener","S17_2",3
"9672",116,"Valence","literal","other","Listener","S18_2",4
"9673",116,"Valence","literal","other","Listener","S19_2",4
"9674",116,"Valence","literal","other","Listener","S20_2",4
"9675",116,"Valence","literal","other","Listener","S21_2",4
"9676",116,"Valence","literal","other","Listener","S22_2",3
"9677",116,"Valence","literal","other","Listener","S23_2",4
"9678",116,"Valence","literal","other","Listener","S24_2",3
"9679",120,"Valence","literal","other","Listener","S01_2",2
"9680",120,"Valence","literal","other","Listener","S02_2",2
"9681",120,"Valence","literal","other","Listener","S03_2",4
"9682",120,"Valence","literal","other","Listener","S04_2",4
"9683",120,"Valence","literal","other","Listener","S05_2",4
"9684",120,"Valence","literal","other","Listener","S06_2",3
"9685",120,"Valence","literal","other","Listener","S08_2",6
"9686",120,"Valence","literal","other","Listener","S09_2",6
"9687",120,"Valence","literal","other","Listener","S10_2",6
"9688",120,"Valence","literal","other","Listener","S11_2",5
"9689",120,"Valence","literal","other","Listener","S12_2",4
"9690",120,"Valence","literal","other","Listener","S14_2",2
"9691",120,"Valence","literal","other","Listener","S15_2",1
"9692",120,"Valence","literal","other","Listener","S16_2",1
"9693",120,"Valence","literal","other","Listener","S17_2",4
"9694",120,"Valence","literal","other","Listener","S18_2",5
"9695",120,"Valence","literal","other","Listener","S19_2",4
"9696",120,"Valence","literal","other","Listener","S20_2",5
"9697",120,"Valence","literal","other","Listener","S21_2",2
"9698",120,"Valence","literal","other","Listener","S22_2",6
"9699",120,"Valence","literal","other","Listener","S23_2",4
"9700",120,"Valence","literal","other","Listener","S24_2",2
"9701",124,"Valence","literal","other","Listener","S01_2",3
"9702",124,"Valence","literal","other","Listener","S02_2",4
"9703",124,"Valence","literal","other","Listener","S03_2",3
"9704",124,"Valence","literal","other","Listener","S04_2",3
"9705",124,"Valence","literal","other","Listener","S05_2",3
"9706",124,"Valence","literal","other","Listener","S06_2",1
"9707",124,"Valence","literal","other","Listener","S08_2",2
"9708",124,"Valence","literal","other","Listener","S09_2",3
"9709",124,"Valence","literal","other","Listener","S10_2",2
"9710",124,"Valence","literal","other","Listener","S11_2",3
"9711",124,"Valence","literal","other","Listener","S12_2",3
"9712",124,"Valence","literal","other","Listener","S14_2",1
"9713",124,"Valence","literal","other","Listener","S15_2",3
"9714",124,"Valence","literal","other","Listener","S16_2",1
"9715",124,"Valence","literal","other","Listener","S17_2",3
"9716",124,"Valence","literal","other","Listener","S18_2",1
"9717",124,"Valence","literal","other","Listener","S19_2",2
"9718",124,"Valence","literal","other","Listener","S20_2",3
"9719",124,"Valence","literal","other","Listener","S21_2",3
"9720",124,"Valence","literal","other","Listener","S22_2",3
"9721",124,"Valence","literal","other","Listener","S23_2",1
"9722",124,"Valence","literal","other","Listener","S24_2",2
"9723",128,"Valence","literal","other","Listener","S01_2",4
"9724",128,"Valence","literal","other","Listener","S02_2",3
"9725",128,"Valence","literal","other","Listener","S03_2",7
"9726",128,"Valence","literal","other","Listener","S04_2",5
"9727",128,"Valence","literal","other","Listener","S05_2",4
"9728",128,"Valence","literal","other","Listener","S06_2",4
"9729",128,"Valence","literal","other","Listener","S08_2",6
"9730",128,"Valence","literal","other","Listener","S09_2",5
"9731",128,"Valence","literal","other","Listener","S10_2",7
"9732",128,"Valence","literal","other","Listener","S11_2",5
"9733",128,"Valence","literal","other","Listener","S12_2",4
"9734",128,"Valence","literal","other","Listener","S14_2",3
"9735",128,"Valence","literal","other","Listener","S15_2",4
"9736",128,"Valence","literal","other","Listener","S16_2",2
"9737",128,"Valence","literal","other","Listener","S17_2",7
"9738",128,"Valence","literal","other","Listener","S18_2",5
"9739",128,"Valence","literal","other","Listener","S19_2",5
"9740",128,"Valence","literal","other","Listener","S20_2",5
"9741",128,"Valence","literal","other","Listener","S21_2",5
"9742",128,"Valence","literal","other","Listener","S22_2",4
"9743",128,"Valence","literal","other","Listener","S23_2",5
"9744",128,"Valence","literal","other","Listener","S24_2",3
"9745",132,"Valence","literal","other","Listener","S01_2",4
"9746",132,"Valence","literal","other","Listener","S02_2",5
"9747",132,"Valence","literal","other","Listener","S03_2",4
"9748",132,"Valence","literal","other","Listener","S04_2",4
"9749",132,"Valence","literal","other","Listener","S05_2",5
"9750",132,"Valence","literal","other","Listener","S06_2",2
"9751",132,"Valence","literal","other","Listener","S08_2",6
"9752",132,"Valence","literal","other","Listener","S09_2",3
"9753",132,"Valence","literal","other","Listener","S10_2",3
"9754",132,"Valence","literal","other","Listener","S11_2",4
"9755",132,"Valence","literal","other","Listener","S12_2",5
"9756",132,"Valence","literal","other","Listener","S14_2",1
"9757",132,"Valence","literal","other","Listener","S15_2",4
"9758",132,"Valence","literal","other","Listener","S16_2",3
"9759",132,"Valence","literal","other","Listener","S17_2",3
"9760",132,"Valence","literal","other","Listener","S18_2",3
"9761",132,"Valence","literal","other","Listener","S19_2",3
"9762",132,"Valence","literal","other","Listener","S20_2",3
"9763",132,"Valence","literal","other","Listener","S21_2",3
"9764",132,"Valence","literal","other","Listener","S22_2",4
"9765",132,"Valence","literal","other","Listener","S23_2",6
"9766",132,"Valence","literal","other","Listener","S24_2",4
"9767",136,"Valence","literal","other","Listener","S01_2",4
"9768",136,"Valence","literal","other","Listener","S02_2",4
"9769",136,"Valence","literal","other","Listener","S03_2",1
"9770",136,"Valence","literal","other","Listener","S04_2",5
"9771",136,"Valence","literal","other","Listener","S05_2",4
"9772",136,"Valence","literal","other","Listener","S06_2",2
"9773",136,"Valence","literal","other","Listener","S08_2",2
"9774",136,"Valence","literal","other","Listener","S09_2",6
"9775",136,"Valence","literal","other","Listener","S10_2",1
"9776",136,"Valence","literal","other","Listener","S11_2",6
"9777",136,"Valence","literal","other","Listener","S12_2",5
"9778",136,"Valence","literal","other","Listener","S14_2",6
"9779",136,"Valence","literal","other","Listener","S15_2",3
"9780",136,"Valence","literal","other","Listener","S16_2",2
"9781",136,"Valence","literal","other","Listener","S17_2",1
"9782",136,"Valence","literal","other","Listener","S18_2",5
"9783",136,"Valence","literal","other","Listener","S19_2",4
"9784",136,"Valence","literal","other","Listener","S20_2",6
"9785",136,"Valence","literal","other","Listener","S21_2",3
"9786",136,"Valence","literal","other","Listener","S22_2",5
"9787",136,"Valence","literal","other","Listener","S23_2",7
"9788",136,"Valence","literal","other","Listener","S24_2",3
"9789",140,"Valence","literal","other","Listener","S01_2",1
"9790",140,"Valence","literal","other","Listener","S02_2",3
"9791",140,"Valence","literal","other","Listener","S03_2",1
"9792",140,"Valence","literal","other","Listener","S04_2",1
"9793",140,"Valence","literal","other","Listener","S05_2",2
"9794",140,"Valence","literal","other","Listener","S06_2",1
"9795",140,"Valence","literal","other","Listener","S08_2",1
"9796",140,"Valence","literal","other","Listener","S09_2",3
"9797",140,"Valence","literal","other","Listener","S10_2",1
"9798",140,"Valence","literal","other","Listener","S11_2",5
"9799",140,"Valence","literal","other","Listener","S12_2",3
"9800",140,"Valence","literal","other","Listener","S14_2",1
"9801",140,"Valence","literal","other","Listener","S15_2",1
"9802",140,"Valence","literal","other","Listener","S16_2",1
"9803",140,"Valence","literal","other","Listener","S17_2",1
"9804",140,"Valence","literal","other","Listener","S18_2",1
"9805",140,"Valence","literal","other","Listener","S19_2",1
"9806",140,"Valence","literal","other","Listener","S20_2",3
"9807",140,"Valence","literal","other","Listener","S21_2",1
"9808",140,"Valence","literal","other","Listener","S22_2",3
"9809",140,"Valence","literal","other","Listener","S23_2",1
"9810",140,"Valence","literal","other","Listener","S24_2",1
"9811",144,"Valence","literal","other","Listener","S01_2",3
"9812",144,"Valence","literal","other","Listener","S02_2",4
"9813",144,"Valence","literal","other","Listener","S03_2",1
"9814",144,"Valence","literal","other","Listener","S04_2",5
"9815",144,"Valence","literal","other","Listener","S05_2",4
"9816",144,"Valence","literal","other","Listener","S06_2",3
"9817",144,"Valence","literal","other","Listener","S08_2",2
"9818",144,"Valence","literal","other","Listener","S09_2",5
"9819",144,"Valence","literal","other","Listener","S10_2",2
"9820",144,"Valence","literal","other","Listener","S11_2",4
"9821",144,"Valence","literal","other","Listener","S12_2",5
"9822",144,"Valence","literal","other","Listener","S14_2",3
"9823",144,"Valence","literal","other","Listener","S15_2",3
"9824",144,"Valence","literal","other","Listener","S16_2",2
"9825",144,"Valence","literal","other","Listener","S17_2",3
"9826",144,"Valence","literal","other","Listener","S18_2",5
"9827",144,"Valence","literal","other","Listener","S19_2",4
"9828",144,"Valence","literal","other","Listener","S20_2",3
"9829",144,"Valence","literal","other","Listener","S21_2",5
"9830",144,"Valence","literal","other","Listener","S22_2",3
"9831",144,"Valence","literal","other","Listener","S23_2",2
"9832",144,"Valence","literal","other","Listener","S24_2",4
"9833",148,"Valence","literal","other","Listener","S01_2",6
"9834",148,"Valence","literal","other","Listener","S02_2",5
"9835",148,"Valence","literal","other","Listener","S03_2",4
"9836",148,"Valence","literal","other","Listener","S04_2",5
"9837",148,"Valence","literal","other","Listener","S05_2",5
"9838",148,"Valence","literal","other","Listener","S06_2",7
"9839",148,"Valence","literal","other","Listener","S08_2",6
"9840",148,"Valence","literal","other","Listener","S09_2",5
"9841",148,"Valence","literal","other","Listener","S10_2",4
"9842",148,"Valence","literal","other","Listener","S11_2",5
"9843",148,"Valence","literal","other","Listener","S12_2",5
"9844",148,"Valence","literal","other","Listener","S14_2",5
"9845",148,"Valence","literal","other","Listener","S15_2",6
"9846",148,"Valence","literal","other","Listener","S16_2",5
"9847",148,"Valence","literal","other","Listener","S17_2",5
"9848",148,"Valence","literal","other","Listener","S18_2",5
"9849",148,"Valence","literal","other","Listener","S19_2",4
"9850",148,"Valence","literal","other","Listener","S20_2",5
"9851",148,"Valence","literal","other","Listener","S21_2",6
"9852",148,"Valence","literal","other","Listener","S22_2",4
"9853",148,"Valence","literal","other","Listener","S23_2",6
"9854",148,"Valence","literal","other","Listener","S24_2",4
"9855",152,"Valence","literal","other","Listener","S01_2",4
"9856",152,"Valence","literal","other","Listener","S02_2",4
"9857",152,"Valence","literal","other","Listener","S03_2",1
"9858",152,"Valence","literal","other","Listener","S04_2",3
"9859",152,"Valence","literal","other","Listener","S05_2",4
"9860",152,"Valence","literal","other","Listener","S06_2",1
"9861",152,"Valence","literal","other","Listener","S08_2",2
"9862",152,"Valence","literal","other","Listener","S09_2",4
"9863",152,"Valence","literal","other","Listener","S10_2",1
"9864",152,"Valence","literal","other","Listener","S11_2",4
"9865",152,"Valence","literal","other","Listener","S12_2",5
"9866",152,"Valence","literal","other","Listener","S14_2",3
"9867",152,"Valence","literal","other","Listener","S15_2",2
"9868",152,"Valence","literal","other","Listener","S16_2",1
"9869",152,"Valence","literal","other","Listener","S17_2",2
"9870",152,"Valence","literal","other","Listener","S18_2",3
"9871",152,"Valence","literal","other","Listener","S19_2",3
"9872",152,"Valence","literal","other","Listener","S20_2",3
"9873",152,"Valence","literal","other","Listener","S21_2",3
"9874",152,"Valence","literal","other","Listener","S22_2",5
"9875",152,"Valence","literal","other","Listener","S23_2",3
"9876",152,"Valence","literal","other","Listener","S24_2",3
"9877",156,"Valence","literal","other","Listener","S01_2",3
"9878",156,"Valence","literal","other","Listener","S02_2",4
"9879",156,"Valence","literal","other","Listener","S03_2",3
"9880",156,"Valence","literal","other","Listener","S04_2",4
"9881",156,"Valence","literal","other","Listener","S05_2",3
"9882",156,"Valence","literal","other","Listener","S06_2",2
"9883",156,"Valence","literal","other","Listener","S08_2",3
"9884",156,"Valence","literal","other","Listener","S09_2",4
"9885",156,"Valence","literal","other","Listener","S10_2",4
"9886",156,"Valence","literal","other","Listener","S11_2",5
"9887",156,"Valence","literal","other","Listener","S12_2",3
"9888",156,"Valence","literal","other","Listener","S14_2",2
"9889",156,"Valence","literal","other","Listener","S15_2",1
"9890",156,"Valence","literal","other","Listener","S16_2",1
"9891",156,"Valence","literal","other","Listener","S17_2",3
"9892",156,"Valence","literal","other","Listener","S18_2",2
"9893",156,"Valence","literal","other","Listener","S19_2",2
"9894",156,"Valence","literal","other","Listener","S20_2",3
"9895",156,"Valence","literal","other","Listener","S21_2",2
"9896",156,"Valence","literal","other","Listener","S22_2",3
"9897",156,"Valence","literal","other","Listener","S23_2",3
"9898",156,"Valence","literal","other","Listener","S24_2",3
"9899",160,"Valence","literal","other","Listener","S01_2",5
"9900",160,"Valence","literal","other","Listener","S02_2",4
"9901",160,"Valence","literal","other","Listener","S03_2",3
"9902",160,"Valence","literal","other","Listener","S04_2",3
"9903",160,"Valence","literal","other","Listener","S05_2",3
"9904",160,"Valence","literal","other","Listener","S06_2",2
"9905",160,"Valence","literal","other","Listener","S08_2",2
"9906",160,"Valence","literal","other","Listener","S09_2",3
"9907",160,"Valence","literal","other","Listener","S10_2",1
"9908",160,"Valence","literal","other","Listener","S11_2",4
"9909",160,"Valence","literal","other","Listener","S12_2",2
"9910",160,"Valence","literal","other","Listener","S14_2",2
"9911",160,"Valence","literal","other","Listener","S15_2",1
"9912",160,"Valence","literal","other","Listener","S16_2",4
"9913",160,"Valence","literal","other","Listener","S17_2",2
"9914",160,"Valence","literal","other","Listener","S18_2",2
"9915",160,"Valence","literal","other","Listener","S19_2",3
"9916",160,"Valence","literal","other","Listener","S20_2",4
"9917",160,"Valence","literal","other","Listener","S21_2",2
"9918",160,"Valence","literal","other","Listener","S22_2",5
"9919",160,"Valence","literal","other","Listener","S23_2",2
"9920",160,"Valence","literal","other","Listener","S24_2",3
"9921",1,"Arousal","irony","self","Speaker","S01_2",2
"9922",1,"Arousal","irony","self","Speaker","S02_2",5
"9923",1,"Arousal","irony","self","Speaker","S03_2",3
"9924",1,"Arousal","irony","self","Speaker","S04_2",4
"9925",1,"Arousal","irony","self","Speaker","S05_2",2
"9926",1,"Arousal","irony","self","Speaker","S06_2",3
"9927",1,"Arousal","irony","self","Speaker","S08_2",5
"9928",1,"Arousal","irony","self","Speaker","S09_2",5
"9929",1,"Arousal","irony","self","Speaker","S10_2",4
"9930",1,"Arousal","irony","self","Speaker","S11_2",5
"9931",1,"Arousal","irony","self","Speaker","S12_2",2
"9932",1,"Arousal","irony","self","Speaker","S14_2",3
"9933",1,"Arousal","irony","self","Speaker","S15_2",5
"9934",1,"Arousal","irony","self","Speaker","S16_2",4
"9935",1,"Arousal","irony","self","Speaker","S17_2",2
"9936",1,"Arousal","irony","self","Speaker","S18_2",5
"9937",1,"Arousal","irony","self","Speaker","S19_2",4
"9938",1,"Arousal","irony","self","Speaker","S20_2",4
"9939",1,"Arousal","irony","self","Speaker","S21_2",4
"9940",1,"Arousal","irony","self","Speaker","S22_2",4
"9941",1,"Arousal","irony","self","Speaker","S23_2",7
"9942",1,"Arousal","irony","self","Speaker","S24_2",2
"9943",5,"Arousal","irony","self","Speaker","S01_2",4
"9944",5,"Arousal","irony","self","Speaker","S02_2",6
"9945",5,"Arousal","irony","self","Speaker","S03_2",5
"9946",5,"Arousal","irony","self","Speaker","S04_2",6
"9947",5,"Arousal","irony","self","Speaker","S05_2",4
"9948",5,"Arousal","irony","self","Speaker","S06_2",7
"9949",5,"Arousal","irony","self","Speaker","S08_2",7
"9950",5,"Arousal","irony","self","Speaker","S09_2",6
"9951",5,"Arousal","irony","self","Speaker","S10_2",7
"9952",5,"Arousal","irony","self","Speaker","S11_2",5
"9953",5,"Arousal","irony","self","Speaker","S12_2",3
"9954",5,"Arousal","irony","self","Speaker","S14_2",5
"9955",5,"Arousal","irony","self","Speaker","S15_2",7
"9956",5,"Arousal","irony","self","Speaker","S16_2",7
"9957",5,"Arousal","irony","self","Speaker","S17_2",7
"9958",5,"Arousal","irony","self","Speaker","S18_2",6
"9959",5,"Arousal","irony","self","Speaker","S19_2",5
"9960",5,"Arousal","irony","self","Speaker","S20_2",6
"9961",5,"Arousal","irony","self","Speaker","S21_2",7
"9962",5,"Arousal","irony","self","Speaker","S22_2",3
"9963",5,"Arousal","irony","self","Speaker","S23_2",7
